Name,Num of works
"Cohen, R.",1
"Cohen, Steven D",1
"Cohen, Theodore",1
"Cohen, Valerie",1
"Cohn, D’Vera",1
"Cohn, Jay N.",1
"Cohn, Jennifer A",1
"Cohoon, Michaela K.",1
"Coimbra, Raul",1
"Cojocaru, Alexandru",1
"Coker, Morenike E",1
"Coker, T. R.",1
"Coker, Tumaini R",1
"Cokkinides, V.",1
"Cokkinides, V. E.",1
"Cokkinides, Vilma E",1
"Col, Jana F",1
"Colangelo, L.",1
"Colantuoni, Deborah Elise",1
"Colbert, Daniel",1
"Colbert, Jack",1
"Colbert, Sha Juan",1
"Colbourn, Charles J.",1
"Colburn, Alexandra Kelly",1
"Colburn, Lois",1
"Colditz, G. A.",1
"Colditz, Graham A",1
"Colditz, Graham A.",1
"Cole, A. S.",1
"Cole, Alissa",2
"Cole, Allen Fletcher",1
"Cole, Anne S",1
"COLE, BRIAN L.",1
"Cole, Carrie Jane",1
"Cole, Daniel P.",1
"Cole, Diane",1
"Cole, Galen",1
"Cole, John B.",2
"Cole, Megan",1
"Cole, Nightvid",1
"Cole, Steven R",1
"Cole, Timothy W.",2
"Coleman, Adam Steven",1
"Coleman, Bernardine Marie",1
"Coleman, Blair N.",1
"Coleman, Charoscar",1
"Coleman, David M.",1
"Coleman, Gary D",1
"Coleman, Janell",1
"Coleman, Jennifer Leigh",1
"Coleman, Robert",1
"Coleman, Seth William",1
"Coleman, Thomas",1
"Coleman-Casey, Joannie Linda",1
"Coles, Terri",1
"Coletti, Nicole",1
"Coley, David Kennedy",1
"Coley, Katherine",1
"Coley, Katie",1
"Coley, Morgan",1
"Colgate, Laura",1
"Coll, Cynthia García",1
"Collado, Anahi",1
"Collado, Bridgette M",1
"Collado-Rodriguez, Anahi D.",1
"Collett, Matthew Dane",1
"Collette, Sherwin Anthony",1
"Colley, Danielle Louise",1
"Collier, Aliya",1
"Collier, Nathan",3
"Collier, Robert E.",1
"Collina, Stefano",1
"Collina, Tom Z.",1
"Collins, Allen G.",1
"Collins, C",1
"Collins, Carole  Staley",1
"Collins, Charles C",1
"Collins, Chiquita",2
"Collins, Chris",2
"Collins, Christina Wynne",1
"Collins, F. S.",1
"Collins, Francis",1
"Collins, Francis S",1
"Collins, Francis S.",1
"Collins, G.",5
"Collins, James",1
"Collins, James W",2
"Collins, James W. Jr",1
"Collins, James W., Jr.",1
"Collins, Jennifer Elizabeth",1
"Collins, Kathleen",1
"Collins, Lindsay M.",1
"Collins, Loretta",1
"Collins, Megan Eileen",2
"Collins, Ryan",1
"Collins, Sara R.",2
"Collins, Sean",1
"Collins, Tracie C.",1
"Collis, Clark",1
"Collopy, Arianne Xaviera",1
"Collu, Giovanna M.",1
"Collum, Tamara Diane",1
"Colman, Gregory J",1
"Cologer, Peter C.",1
"Colombini, Marco",1
"Colon-Cabrera, David",1
"Colopietro, Daniel John",1
"Colson, Kathryn A",1
"Coltman, C. A.",1
"Coltman, Charles A",1
"Colton, Amanda Rae",1
"Colville, Jesse",1
"Colvin, Jennifer Lynn",1
"Colvin, Matthew",1
"Colvin, Sarah",1
"Colwell, Rita R",1
"Coman, M.",5
"Comarmond, Fabrice de",1
"Comber, Melissa Kovacs",1
"Combs, Tammara T.A.",1
"Combs, William",1
"Comer, Brendon",1
"Commander, US Joint Forces Command",1
"Commission on Behavioral and Social , Sciences and Education",1
"Committee , on Population",1
"Committee on Communication for Behavior Change , in the 21st Century",1
"Committee on Ethical Considerations , for Revisions to DHHS Regulations for Protection of Prisoners Involved in Research",1
"Committee on HIV Screening , and Access to Care",1
"Community Preventive Services Task Force, N/A",1
"Comorau, Nancy Alla",1
"Conaghan, Brian F.",1
"Conant, Darcy Lynn",1
"Conant, Emily",1
"Conaway, Sarada DeviDasi",1
"Concha, Judith",1
"Condit, Celeste M",2
"Condit, CM",1
"Condon, Edward",1
"Condon, Steve",1
"Condron, Margaret Anne",1
"Cone, D. C.",1
"Cone, John Trevor",1
"Conery, Ryan",1
"Cong, Xiaojie",1
"Conigliaro, Joseph",2
"Conish, Beverly K",1
"Conith, Andrew J.",1
"Conklin, Lindsey Ann",1
"Conklin, Mike",1
"Conley, Mark",1
"Conlin, Kristin",2
"Conlin, Luke David",1
"Conlin, P R",1
"Conn, Amy Buhl",1
"Connell, Nadine Marie",1
"Connell, P",1
"Connelly, Steve",4
"Connelly, William John",1
"Conner, Byron",1
"Conner, Elizabeth Mattingly",1
"Conner, Mark Hale",1
"Connolly, Jason",1
"Connolly, John",1
"Connolly, Kathryn",1
"Connolly, Martin J",1
"Connor, David J.",1
"Connor, Erin E.",1
"Connor, Katherine Lindsey",1
"Connors, Emily",1
"Connors, Emily Elizabeth",1
"Conover, Sara Elizabeth",1
"Conrad, Brad Richard",1
"Conrad, Carl Marcus",1
"Conrad, Douglas",1
"Conrad, Sean Martin",1
"Conradi, Reidar",1
"Conroy, Anastasia Marie",1
"Conroy, Christian William",1
"Conroy, Daniel W.",1
"Conroy, Erin M.",1
"Conroy, John",1
"Conroy, Joseph Kim",1
"Consedine, Nathan S.",1
"Consilvio, Lydia Rose",1
"Constance-Huggins, Monique",1
"Constantin, Dragos Eugeniu",1
"Constantin, Magdalena",1
"Constantinescu, Carmen",1
"Constantinou, Leonidas A.",2
"Contardo, Jeanne Bayer",1
"Conte, Matthew A",1
"Conte, Matthew A.",5
"Conti, Gabriella",1
"Conti, Joseph P.",1
"Contrada, Richard J.",1
"Contreras, Fabian Elias",1
"Contreras, Jose Alfredo",1
"Contreras, Juan M",1
"Contreras, Sandra",1
"Contreras-Vidal, J.",1
"Contreras-Vidal, Jose",2
"Converse, Hayes",1
"Conway, Benjamin",1
"Conway, Elizabeth Lucy",1
"Conway, Matthew",1
"Coogan, Patricia F",1
"Cook, Benjamin Lê",2
"Cook, Brett D.",1
"Cook, Bryan J.",1
"Cook, Christopher",1
"Cook, Curtiss B.",4
"Cook, Emily",2
"Cook, Emily T.",1
"Cook, J.",4
"Cook, J. C.",1
"Cook, Jennifer",1
"Cook, Nicole",1
"Cook, Patrick Michael",1
"Cook, Sean",1
"Cook, Svetlana V.",1
"Cook, Thomas",1
"Cooke, Crystal",1
"Cooke, Giles B.",1
"Cooke, J. L.",1
"Cooley, Edna Hammer",1
"Cooley, James Hamilton",1
"Cooley, Kilian",1
"Cooley, ME",1
"Cooley, Rory",1
"Cooley, Shelby Patricia",1
"Coolidge , J.N.",1
"Coombe, C. M.",1
"Coomber, Nicole M.",1
"Cooney, Janine M",1
"Cooney, Katherine Suzanne",1
"Cooney, Kathleen A.",1
"Cooney, Mary",1
"Cooney, Sean",1
"Cooper, Alexander Sprague",1
"Cooper, Anna Kathlene",1
"Cooper, Barbara Graham",1
"Cooper, Benjamin Kevin",1
"Cooper, Brandon",1
"Cooper, Brian",1
"Cooper, Charles Burleigh",1
"Cooper, David",1
"Cooper, Evelyn",1
"Cooper, Hannah L.",1
"Cooper, Hannah L. F.",1
"Cooper, Isabella Lucy",1
"Cooper, J.",1
"Cooper, Karen A",1
"Cooper, Korpo",1
"Cooper, Lisa A",5
"Cooper, Lisa A.",7
"Cooper, Matthew William",1
"Cooper, Michelle Asha",1
"COOPER, R",1
"Cooper, R.L.",1
"Cooper, Raynell",2
"Cooper, Richard",1
"Cooper, Richard C.",1
"Cooper, Richard S",1
"Cooper, Sharon W.",1
"Cooper, Sherod",1
"Cooper, Taylor",1
"Cooper-Balis, Elliott",1
"Cooperberg, Matthew R.",1
"Copeland, Kennon R",1
"Copeland, Ronald",1
"Copeland, Valire Carr",1
"Coplan, M.A.",1
"Copp, Peter Andrew Pusey",1
"Coppens, A.",1
"Coppock, Joyce Elizabeth",1
"Coraluppi, Stephano P.",3
"Corbie-Smith, G",1
"Corbie-Smith, G.",2
"Corbie-Smith, Giselle",9
"CORBIESMITH, G",1
"Corbin, Michelle Dawn",1
"Corbin, Natalie Denae",1
"Corble-Smith, Giselle",1
"Corburn, J.",1
"Corcoran, Jacqueline",1
"Corcoran, Sean Patrick",1
"Cordain, Loren",1
"Cordal, Adriana",1
"Cordell, Amelia",1
"Cordner, H. B.",1
"Coren, Ashleigh",1
"Coren, Ashleigh D., Erin Durham",1
"Corey, K.",1
"Corfield-Adams, Maggie",1
"Corfman, Kyle",1
"Cori, Anne",1
"Coriale, Jeffrey A.",1
"Cork, Stephanie Joan",1
"Corkery, Caleb",1
"Corlett-Rivera, Kelsey",15
"Corley, Elizabeth",1
"Corley, Robin P.",1
"Corneilse, Carol",1
"Cornelius, Llewellyn Joseph",1
"Cornell, C. E.",1
"Cornell, Carol E",1
"Cornell, Jeffrey A.",1
"Cornett, Jane Elizabeth",1
"Cornick, Matthew Tyler",1
"Cornick, Namrata Uppal",1
"Cornillon, Peter",1
"Corniola, Chris",1
"Cornish, Emily",1
"Cornish, Sue Karen",1
"Cornog, Martha",1
"Cornwall, John M.",1
"Cornwell, Edward E",1
"Cornwell, Edward E.",1
"Coronado, G. D.",1
"Coronado, Gloria D.",1
"Coronado, Paula Fuenzalida",1
"CORONADO-CASTELLANOS, PAVEL",1
"Corpuz, Grace",1
"Corrada Bravo, Héctor",1
"Corrales, Theodore",1
"Corrao, Nicolette",1
"Correll, Stephen David",1
"Corrigan, Catherine",1
"Corrigan, Kelsey J.",1
"Corrigan, Lisa Marie",1
"Corsepius, Nicholas Crane",1
"Corsino, Leonor",1
"Corson, James",1
"Corson, M. Scott",16
"Cortes, Anna",1
"Corvalan, Carlos",1
"Corvin, Janet",1
"Corwin, S. J.",1
"Corwith, Anne Marie Shimko",1
"Cosby, Otis",1
"Cosgrove, Shannon",1
"Coshun, Ariel",1
"Cosivi, Ottorino",2
"COSMOS, Corporation",1
"Cossard, Patricia",1
"Cossard, Patricia Kosco",11
"Costa, Manuela V",1
"Costa, Paul T, Jr.",1
"Costales, Matthew G.",1
"Costantino, Cesar",1
"Costantino, Joseph P.",1
"Costanza, Michael C.",1
"Costanzo, Joseph M.",1
"Costanzo, Michelle Elizabeth",1
"Costar, Holly",1
"Costar, Holly M.",1
"Costello, Donald Haryford",1
"Costello, Mark Alan",1
"Cote, Paul James",1
"Cothran, C.",5
"Cottin, Adrian",1
"Cottingham, Carroll",1
"Cotton, Cornelia Marie",1
"Cotton, Jennifer",2
"Couch, Brock Thomas",1
"Couch, Fergus J.",1
"Couch, Jonathan Saltmarsh",1
"Couch, Joseph Dennis",1
"Couch, Ronald Newton",1
"Coughlin, Rebecca",1
"Coulibaly, Dandio",1
"Coulter, Caroline",1
"Coulter, K.P.",5
"Coulton, Claudia",3
"Coulton, Claudia J.",1
"Council, B.",1
"Countryman, Elizabeth Katherine",1
"Counts, George W",1
"Counts-Spriggs, Margaret",1
"Couper, M. P.",1
"Couper, Mary",1
"Coursey, Derya",1
"Coursey, Johnathan Stuart",1
"Coursin, D. B.",1
"Courtemanche, Charles",1
"Courtenay, Will",1
"Courtney, Christopher",2
"Courtney, Evan",1
"Courtney, Robert",1
"Courtney, Shannon",1
"Cousins, Ken",1
"Couto, Paulo",1
"Couts, Amy Elizabeth",1
"Couzin-Frankel, J.",1
"Covert, Kalle",1
"Covey, Lirio S",1
"Covey, Paul Michael",1
"Covington, Candice",1
"Covrig, S.",7
"Cowan, Jack",1
"Cowan, Paul",1
"Cowen, Steven Vincent",1
"Cowgill, William Henry",1
"Cowie, C. C.",1
"Cowie, Robert",1
"Cowley, A.",5
"Cowling, David",1
"Cox, Angela",1
"Cox, Austin Bradley",1
"Cox, C. Jane",1
"Cox, Carroll Eastburn",1
"Cox, David G",1
"Cox, David G.",1
"Cox, David R",1
"Cox, David R.",1
"Cox, Derrick D.",1
"Cox, Jane",1
"Cox, Jonathan",1
"Cox, Jonathan F.",1
"COX, L",1
"Cox, Leah Kendra",1
"Cox, Lisa Sanderson",1
"Cox, Merrilee A.",1
"Cox, Michael",1
"Cox, Michael T.",4
"Cox, Michael. T.",1
"Cox, Netta",1
"Cox, Reagan G",1
"Cox, Reagan G.",1
"Coxson, P. G.",1
"Coyle, Brian James",1
"Coyle, Margaret Anne",1
"Coyne, Karen Marie",1
"Coyne, Kevin",1
"Coyne, Robert S.",1
"Coyne-Beasley, Tamera",2
"Córdova, Diana I.",1
"Craddock, Alexander Nicholas",1
"Craddock, Hillary Anne",1
"Craft, Charles Corbin",1
"Craig, Laura Shawn",1
"Craig, William Stephen",1
"Cramer, Alexander Krishnan",1
"Cramer, Sarah Delia",1
"Cramton, Paul A.",1
"Cramton, Peter",39
"Crandall, Marie",1
"Crandall, Michael Adam",1
"Crane, Julian Coburn",1
"Crane, Leland Dod",1
"Crane, P. B.",1
"Cranston, Charles Bentley",1
"Crase, Kirsten Lee",1
"Crassas, Maria Elliker",1
"Crauderueff, Mary",1
"Crawford, Anika Marie",1
"Crawford, Blake",1
"Crawford, C.",3
"Crawford, Fiona C.",1
"Crawford, James H.",1
"Crawford, Kaitlyn",1
"Crawford, Kristine Sheila",1
"Crawford, Stacey",1
"Crawley, Connie",1
"Crawley, Daria C.",1
"Crawley, LaVera",1
"Crawley-Woods, Erin Rose",1
"Craynon, Megan",1
"Crayton, Stephanie L.",1
"Creamer, Robert Marion",1
"Creary, Scott",1
"Creath, Robert Andrew",1
"Creech, J. L.",1
"Creech, Timothy Mattausch",1
"Creed, Daniel Patrick",1
"Creegan, David",1
"Creek, Heather M.",1
"Creighton, Steven L.",2
"Cremaschi, Lorenzo",1
"Crenshaw, Emma Elizabeth",1
"Crenshaw, Kristina Rebecca",1
"Cresce, Arthur von Wald",1
"Crespo, Carlos J",1
"Cress, Rosemary",1
"Cressman, William John",1
"Creveling, Marian C.",1
"Creviston, Todd",1
"Cridland, Julie Marie",1
"Crimmins, Bernard Shawn",1
"Crimmins, Eileen M.",1
"Criqui, M. H.",1
"Crisci, Tim",1
"Cristi, Oscar Enrique",1
"Cristia, Julian Pedro",1
"Cristiano, Michael Vincent",1
"Crittenden, Michael D",1
"Crittenden, Rob",1
"Croal-Abrahams, Luqman",1
"Croce, Bryan",1
"Crocker, Clayton T",1
"Crockett, Lisa J.",2
"Croft, Ivan A",1
"Croft, J B",1
"Croft, Janet B",1
"Croft, Janet B.",1
"Croghan, Robert Antonio",1
"Cromley, Ellen",1
"Cromley, Jennifer Grace",1
"Cromwell, B. C.",1
"Crone, Amy G.",1
"Crone, Joshua C",1
"Cronin, Abigail Buckley",1
"Cronin, Daniel Andrew",1
"Cronin, L. Eugene",1
"Cronrath, David",1
"Croom, Fred",1
"Cropper, Maureen",1
"Crosas, Mercè",1
"Crosby, Brandon",1
"Crosby, Brandon John Richburg",1
"Crosby, Constance",1
"Crosby, Muriel Estelle",1
"CROSBY, RICHARD",1
"Crosby, Richard",2
"Cross, Amanda Brown",2
"Cross, David Cameron",1
"Cross, John Milton",1
"Cross, Marcus A",1
"Crossen-Richardson, Phyllis Jane",1
"Crossley, Samuel",1
"Crossman, Claire Marjorie",1
"Crossman, Colette M.",1
"Crosson, Dena",1
"Crosson, Katherine",1
"Crothers, Molly",1
"Crouch, James A",1
"Crouse Quinn, Sandra",1
"Crovella, Mark",1
"Crovelli, D.",2
"Crowe, Katherine",1
"Crowell , A.",1
"Crowley, J. J.",1
"Crowley, Kenyon",1
"Crowley, Lara M.",1
"Crowley, Mary Lora Noffsinger",1
"Crowley, Meghan",1
"Crowley, Michael Joseph",1
"Crowley, Patrick Abram",1
"Crowley, Patrick Kenyon",1
"Crowley, Thomas J.",1
"Crowley, Timothy D.",1
"Crowley-Matoka, Megan",1
"Crowne, Scott",1
"Croyle, Robert T",1
"Cruciani, Fulvio",1
"Crum, Rosa M.",1
"Crummett, Courtney",1
"Crump, Aria D.",1
"Crunkleton, Joshua",1
"Crutchfield, Stephen R",1
"Cruz Aguayo, Yyannú",1
"CRUZ, Carlos Alberto",1
"Cruz, Eugenio",1
"Cruz-Cano, Raul",1
"Cruz-Flores, S.",1
"Crystal, Stephen",1
"Crystal, Terhune",1
"Cserno, Isabell",1
"Csiszar, Imre",4
"Cuba Borda, Pablo Alfredo",1
"Cubbin, C",1
"Cubbin, C.",1
"Cubbin, Catherine",4
"Cuccaro, Paula",2
"Cuccaro, Paula M.",1
"Cucunubá, Zulma",1
"Cuddalorepatta, Gayatri",1
"Cuddy, Thomas W.",3
"Cuenca, Joy",1
"Cueva, Rachel",1
"Cuffy, Nicole",1
"Cui, Chi",1
"Cui, Huan",1
"Cui, Mingyu",1
"Cui, Ran",1
"CUI, SHENGHUI",1
"Cui, Weiwei",1
"Cui, Yiyun",1
"Cui, Yuchen",2
"Cui, Yupeng",1
"Cui, Yuwei",1
"Cui, Zhe",1
"culbertson, tim",1
"Culhane, Jennifer",1
"Cullen, Doris",2
"Cullen, Hayden",1
"Cullen, Justin",1
"Cullen, Robert",1
"Cullen, T.",1
"Cullen, Theresa",1
"Culler, Lauren Elizabeth",1
"Cullum, Jane K.",2
"Culton, Thomas Grover",1
"Culver, James N",1
"Culverhouse, William",1
"Culyer, Anthony",1
"Cumings, John",2
"Cummings, Derek",1
"Cummings, Janet R.",1
"Cummings, Jason L.",1
"Cummings, Linda",1
"Cummings, Michael P.",3
"Cummings, Nicholas Immanuel",1
"Cummings, Steven R",1
"Cummings, W.",2
"Cummings, W.J.",5
"Cummins, Sharon",1
"Cummins, Zachary",2
"Cunniff, P.",1
"Cunningham, Britni",2
"Cunningham, Colin",1
"Cunningham, Dion",1
"Cunningham, Erin",1
"Cunningham, Janey E",1
"Cunningham, Joan E",2
"Cunningham, Maggie",2
"Cunningham, Maya",1
"Cunningham, Michael A",1
"Cunningham, P J",1
"Cunningham, P. J.",1
"Cunningham, Paul",1
"Cunningham, Peter",3
"Cunningham, Robert",1
"Cunningham, Sean",1
"Cunningham, Steven",1
"Cunningham, Vanessa M.",1
"Cuntoor, Naresh P",1
"Cuomo-Dannenburg, Gina",1
"Cupples, Audrey Elizabeth",1
"Cuppu, Vinodh",5
"Curb, David",1
"Curdts, Lydia Leslie",1
"Curley, Ryan",1
"Curran, Colleen Deborah",1
"Curran, James W",1
"Curran, Laura",1
"Curran, Margaret L.",1
"Currano, Joseph",1
"Currano, Luke Joseph",1
"Currey, Evan",1
"Currie, J.",1
"Currier, Erin",1
"Curry, David G.",1
"Curry, Eric M.",1
"Curry, James Michael",1
"Curry, Jill",1
"Curry, Keyona",1
"Curry, Tiphane' Patrice",1
"Curry-Owens, Tracy Y.",1
"Curti, Kiersten Lynn",1
"Curtin, Alexandra E.",1
"Curtis, David Stuart",1
"Curtis, Diana",1
"Curtis, Jonathan",1
"Curtis, Katherine June",1
"Curtis, Kimberly Anne",1
"Curtis, Ryan Dean",2
"Curtis, Sabrina Michelle",1
"Curtis, Steven A.",1
"Cushman, Linda F",1
"Cushman, Mary",1
"Cushman, Susan Flanders",1
"Cushman, William",1
"Cushman, William C.",1
"Cuskey, Jeffrey",1
"Custer, Gregory Scott",1
"Custer, Thomas Alan",1
"Cutler, David M",1
"Cutler, Jeffrey A.",1
"Cutler, Jessica",1
"Cutler, John C.",1
"Cutler, Ross G.",1
"Cutrufello, Emma",1
"Cwalina, Gustav Edward",1
"Cydulka, Rita K.",1
"Cyr, Eric C.",1
"Cyr, Renee",1
"Cyrus, Barry S.",1
"Cyrus-David, Mfon S.",1
"Cytryn, Eileen",1
"Czerny, Daniel",1
"Czerwinski, Mary",4
"Czerwinski, Mary P.",1
"D'Alonzo, Camille",1
"D'Amore, Nicholas",2
"D'Amour, Allison",1
"D'Amour, Allison Catherine",1
"D'Angelo, Kathleen Anne",1
"D'Anna, L.",1
"D'Anna, Laura Hoyt",1
"D'Cotta, Helena",1
"D'Eramo Melkus, Gail, EdD, RN",1
"D'Esterre, Alexander",1
"d'Eustachio, Gabriel John",1
"D'Ippolito, Michelle",1
"D'Ovidio, Kathleen Louise",1
"D'Silva, Joanne",1
"da Costa, Romina Bobbio",1
"da Fonseca, Guilherme D.",1
"Da Ponte, Durant Harry",1
"da Silva, Luciano",1
"Daalder, Ivo",4
"Daalder, Ivo H.",3
"Dabek, Elizabeth Z.",1
"Daczo, Zsuzsa",1
"DaDeppo, Lisa Marie Wilson",1
"Dadfarnia, Mehdi",1
"Dadu, Saurabh",1
"Dagenhard, Paige",1
"Daggett, Dawn Marie",1
"Daggett, Kelly Anne",1
"Dagher, Natalie",1
"Dagher, Rada K.",1
"Dagnachew, Beza",1
"Dagogo-Jack, Samuel",2
"Daguise, Virginie G",1
"Dahal, Eshan",1
"Dahbura, Anton T.",1
"Dahl, David",1
"Dahl, Peter",1
"Dahl, Roy",1
"Dahlin, Joel Timothy",1
"Dahne, Jennifer",1
"Dahne, Jennifer Renee",2
"Dai, Amy Hsin-I",1
"Dai, Dongmei",1
"Dai, Jiaqi",2
"Dai, Jun",1
"Dai, Liyang",1
"Dai, Ni",1
"Dai, Shibin",1
"Dai, Tianhuan",1
"DAI, WEJIA (DAISY)",1
"Dai, Xiyang",1
"Dai, Yiwen",1
"Dai, Yuanwei",1
"Dai, Yunyun",1
"Daigle, Lisa A.",1
"Daigneault, Marie-Noelle",1
"Dail, Chrystyna Marta",1
"Dailey, Dawn E.",1
"Dailey, Rhonda K.",1
"Daily, David Richard",1
"Daily, Kelly",1
"Dainton, Marlyse",1
"Dakhane, Kapil",1
"Dakin, Daniel C.",1
"Dalal, Avantika",2
"Dalal, Neil",1
"Dalbegue, S.",1
"Dalby, Elizabeth",1
"Dale, D.",3
"Dale, Frederick Harold",1
"Dalemarre, Laura",2
"Daley, Christine Makosky",2
"Daley, Sean M",1
"Dalgo, Daniel Alejandro",1
"Dallal, Cher M.",1
"Dallas, Constance",1
"Dallo, Florence J",1
"Dalloul, Mudar",1
"Dally, James W.",7
"Dalmia, Prateik",1
"Dalton, Monique Kathryn",1
"Damaty, Abdel Halim abd Allah",1
"Dambaugh, Luella Nolen",1
"Dame, Avery",1
"Damiano, Matthew",1
"Damkaci, Fehmi",1
"Damron, Bonnie Lucille",1
"Danaei, Goodarz",1
"Danagoulian, A.",1
"Danagoulian, S.",11
"Dance, Scott",1
"Dancer, David",1
"Dancy, B.",1
"Dancy, Barbara",2
"Dancy, Barbara L",1
"Dandekar, Omkar",1
"Dandekar, Swati V.",1
"Dandin, Marc Peralte",2
"Daneshgar, Farzad",1
"Danforth, Christopher M",1
"Dang, Gunjan",1
"Dang, Megan N.",1
"Dang, P.T.",1
"Daniel, Don",1
"Daniel, Marcus",1
"daniel, omari",1
"Daniel, Paulos",1
"Daniel, Shannon Mary",1
"Daniel, Sherae Lee",1
"Danielak, Brian Adam",1
"Daniels, Catherine Denise",1
"Daniels, Elizabeth",1
"Daniels, Elvan",1
"Daniels, Elvan J.",1
"Daniels, Janese Kerr",1
"Daniels, Morgan",2
"Daniels, Norman",2
"Daniels, Patrick",1
"Daniels, Stephen R",1
"Danielson, Kathy Anne",1
"Danies, Blair",2
"Daniluk, Kelly",1
"Dankwa, C. M.",1
"Dankwa-Mullan, I.",1
"Dannenberg, A. L.",1
"Danner, Carlin Linden",1
"Danoff, David James",1
"Dansie, Roberto",1
"Dant, William Patrick",1
"Danylevich, Theodora",1
"Dao, Hien Thi Le",1
"Daoud, Nina",1
"Dapkus, Katie",1
"Dar, Haris",1
"Darais, David Charles",1
"Darbouze, Kelie",1
"Dardello, Andrea Deliece",1
"Dardick, William Ross",1
"Dariotis, Jacinda K.",1
"Daristotle, John L",1
"Darity, W. A.",1
"Darity, William A.",1
"Darkis, Frederick Randolph",1
"Darling, Helen",1
"Darmody, Christopher",1
"Darmon, David",1
"Darmon, Nicole",2
"Darnell, J.",1
"Darnell, J. S.",2
"Darwin, Sophia",1
"Darwish, Kareem",3
"Das, Ashis",1
"Das, Diganta",5
"Das, M.",1
"Das, Proloy",1
"Das, Raja",4
"Das, Rina",1
"DAS, SREASHI",1
"Das, Subhamoy",1
"Das, Suddhasattwa",1
"Das, Sudipta",1
"Dascal, Michael",1
"Dascal, Shlomit",1
"Daschle, Tom",1
"Dash, Alokika",1
"Dash, Manas Ranjan",1
"Dashaputre, Neeraja",1
"Dashiell-Aje, Ebony N.",1
"Dashtinezhad, Sasan",1
"Dasler, Philip",1
"Dasler, Robin",7
"Dassen, Jessica",1
"Dastmalchi, Shahrzad",1
"Datagni, Ifare",1
"Datta, Anindya",3
"Datta, Anubhav",1
"Datta, R.",1
"Datta, Somantika",1
"DATTA, SUPRATIK",1
"Datta, Timir",1
"Datta, Upamanyu",1
"Datta-Chaudhuri, Timir Baran",1
"Dattalo, Patrick",1
"Daubar, Ingrid",1
"Daubert, Emily",1
"Daude, Christian",1
"Daughters, Stacey",1
"Daughters, Stacey Brooke",1
"Daughtry, Craig S. T.",2
"Daumé, Hal  III",1
"Daunheimer, Stephen Allen",1
"Dave, Jayna",1
"Dave, Kedar Himanshu",2
"Daveline, Nicholas L",1
"Davenport, Deborah",1
"Davenport, Grace",1
"Davern, Michael",2
"Daves, John Patrick Cansler",1
"Davey Smith, G.",1
"Davey, Nicholas",1
"Davey, Nicholas S.",1
"Davé, Pratik",1
"David, Allan Emerson",1
"David, Anne",2
"David, Duncan",1
"David, Favion",1
"David, Felicita",1
"David, Katrine J.",1
"David, Nancy",1
"David, Philip John",1
"David, Richard",1
"David, Richard J",1
"David, Richard J.",1
"Davidson, Brian Scott",1
"Davidson, Charles J",1
"Davidson, Ellen",1
"Davies, Andrew",1
"Davies, B.J.",1
"Davies, Gary",1
"Davies, Justin",1
"Davies, Leah Natasha",1
"Davies, Susan",1
"Davies, Susan L.",1
"Davies, Tanner",1
"Davis, A.",1
"Davis, Alba Cruz",1
"Davis, Allan Nathan",1
"Davis, Allen",1
"Davis, Andrew",1
"Davis, Andrew M",1
"Davis, Andrew M.",1
"Davis, Barry R.",1
"Davis, BreAnna",2
"Davis, Brian",3
"Davis, Brian M",1
"Davis, Brian Wesley",1
"Davis, C.",3
"Davis, C.A.",1
"Davis, Charles H.",1
"Davis, Chester Arthur",1
"Davis, Chris",2
"Davis, Christopher C",1
"Davis, Clayton G.",1
"Davis, Daniel P.",1
"Davis, Devra",1
"Davis, Edgar Vernon",1
"Davis, Esa M.",1
"Davis, Frank",1
"Davis, Gayle",1
"Davis, Gwen",2
"Davis, Imania",1
"Davis, J. N",1
"Davis, J. N.",1
"Davis, Jaimie N.",3
"Davis, Jeanette",1
"Davis, Jeffery",2
"Davis, Jenna L.",1
"Davis, Jennifer R.",1
"Davis, John",2
"Davis, Joseph Samuel",1
"Davis, Joshua Clinton",1
"Davis, Joyce",1
"Davis, K",1
"Davis, Kara",1
"Davis, Katherine Ann",1
"Davis, Kevin Patrick",1
"Davis, Kristen Rupert",1
"Davis, Kristina",1
"Davis, Larry",3
"Davis, Larry E.",1
"Davis, Larry S.",9
"Davis, Lawrence-Minh Bui",1
"Davis, Lora J.",1
"Davis, Marcia Hardisky",1
"Davis, Margaret",2
"Davis, Matthew Earl",1
"Davis, Meredith",1
"Davis, Mitchell, Jr.",1
"DAVIS, R",1
"Davis, Regina R.",1
"Davis, Ronald Allan",1
"Davis, Rosemary K. J.",1
"Davis, S M",1
"Davis, Sharon",1
"Davis, Sharon K",1
"Davis, Stephania Heather",1
"Davis, Steven J.",1
"Davis, Willie",1
"Davis, Willie, Jr.",1
"Davis-Smith, Monique",1
"Davison, Brian D.",1
"Davitt, Joan K.",1
"Davoodi, Azadeh",2
"Davoodi, Parisa",1
"Davtyan, Aram",1
"Dawkins, Casey",2
"Dawkins, Diedre Nyota",1
"Dawkins, Norma",1
"Dawley, Edward A",1
"Dawn, Karalee",2
"Dawson, Allen",1
"Dawson, George",2
"Day, Amy Elizabeth",1
"Day, D.",3
"Day, Jonathan Christopher",1
"Day, Nicholas E.",1
"Day, Robert Warren",1
"Day, Steven Richard",1
"Day, William Curtis",1
"Dayaratna, Kevin Dineka",1
"Dayawansa, Wijesuriya P.",14
